cat_threshold .88 most frequent_outs_visit_non_filtered.csv,cat_threshold .88 most frequent_outs_visit_non_filtered.csv,1.1102861109808648,0.9999620441043562
cat_threshold .88 most frequent_outs_visit_non_filtered.csv,cat_threshold .95 most frequent_proc_outs_visit_non_filtered.csv,1.1101587795199344,0.9999544482318031
cat_threshold .88 most frequent_outs_visit_non_filtered.csv,cat_threshold .999 most frequent_outs_visit_non_filtered.csv,0.017568965681984905,0.4184561571644978
cat_threshold .88 most frequent_outs_visit_non_filtered.csv,cat_threshold .98 most frequent_outs_visit_non_filtered.csv,0.07545369934534985,0.46227668499520974
cat_threshold .88 most frequent_outs_visit_non_filtered.csv,sin_codigo_non_filtered.csv,0.3262573165799643,0.6211102840515367
cat_threshold .88 most frequent_outs_visit_non_filtered.csv,CCS CODES_proc_outs_visit_non_filtered.csv,1.083391053292578,0.9935525095353932
cat_threshold .88 most frequent_outs_visit_non_filtered.csv,ICD9_CODE_procedures_outs_visit_non_filtered.csv,0.017495497354908233,0.40282706557685466
cat_threshold .95 most frequent_proc_outs_visit_non_filtered.csv,cat_threshold .88 most frequent_outs_visit_non_filtered.csv,1.1101587795199344,0.9999544482318031
cat_threshold .95 most frequent_proc_outs_visit_non_filtered.csv,cat_threshold .95 most frequent_proc_outs_visit_non_filtered.csv,1.110612451869466,1.0
cat_threshold .95 most frequent_proc_outs_visit_non_filtered.csv,cat_threshold .999 most frequent_outs_visit_non_filtered.csv,0.017546669786057525,0.418468981859313
cat_threshold .95 most frequent_proc_outs_visit_non_filtered.csv,cat_threshold .98 most frequent_outs_visit_non_filtered.csv,0.07541337472544338,0.4622897648732391
cat_threshold .95 most frequent_proc_outs_visit_non_filtered.csv,sin_codigo_non_filtered.csv,0.3263335314555536,0.6211222371600879
cat_threshold .95 most frequent_proc_outs_visit_non_filtered.csv,CCS CODES_proc_outs_visit_non_filtered.csv,1.0832840595824704,0.9935303876886538
cat_threshold .95 most frequent_proc_outs_visit_non_filtered.csv,ICD9_CODE_procedures_outs_visit_non_filtered.csv,0.01747413729935879,0.40284170332407
cat_threshold .999 most frequent_outs_visit_non_filtered.csv,cat_threshold .88 most frequent_outs_visit_non_filtered.csv,0.017568965681984905,0.41845615716449774
cat_threshold .999 most frequent_outs_visit_non_filtered.csv,cat_threshold .95 most frequent_proc_outs_visit_non_filtered.csv,0.017546669786057525,0.418468981859313
cat_threshold .999 most frequent_outs_visit_non_filtered.csv,cat_threshold .999 most frequent_outs_visit_non_filtered.csv,0.12951625694535548,0.7524515509180074
